u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,access,service,width,bridge,junction,tunnel,weights
1130492591,1130492605,0,97649847,service,,,,False,,True,34.75260821692231,"LINESTRING (-2.6079721 51.4566169, -2.6084357 51.4567362)",,,,,,,0.09166569340803377
1130492605,1130492591,0,97649847,service,,,,False,,False,34.75260821692231,"LINESTRING (-2.6084357 51.4567362, -2.6079721 51.4566169)",,,,,,,0.5506864231990993
1130492610,26070196,0,"[4308330, 4308331]",residential,,20 mph,"['Tottenham Place', 'York Place']",False,,False,99.16825567799778,"LINESTRING (-2.6118443 51.4550134, -2.6115571 51.4550824, -2.6110306 51.4557008)",,,,,,,0.6000621130594309
1130492610,26070209,0,"[4308330, 1035864076]",residential,,20 mph,York Place,False,,True,128.70608242873826,"LINESTRING (-2.6118443 51.4550134, -2.6121963 51.4548663, -2.6129213 51.4545632, -2.6133869 51.4543686)",,,,,,,0.6232802575918043
1130492610,12106932177,0,97649850,service,,,,False,,False,41.39249253431028,"LINESTRING (-2.6118443 51.4550134, -2.611963 51.4551776, -2.6119619 51.4553049, -2.6119767 51.4553691)",,,,,,,0.8358922713834261
1130578185,2006482485,0,22888053,secondary,2.0,20 mph,Park Row,False,B4051,True,7.00172097638907,"LINESTRING (-2.6022885 51.4553908, -2.6021893 51.4553788)",,,,,,,0.7780658446541115
1130578185,26104492,0,22888053,secondary,2.0,20 mph,Park Row,False,B4051,False,48.35643460004201,"LINESTRING (-2.6022885 51.4553908, -2.6024227 51.4554113, -2.6025808 51.4554397, -2.602954 51.4555207)",,,,,,,0.6723038838878611
1130578185,1130578206,0,97655813,service,,,,False,,False,38.98185752126453,"LINESTRING (-2.6022885 51.4553908, -2.6023501 51.4552263, -2.6025671 51.455105)",,,,,,,0.3572396644373037
1130578189,412366732,0,35156440,pedestrian,,,Woodland Rise,False,,True,56.96067159033045,"LINESTRING (-2.6015171 51.4558635, -2.6015011 51.4557726, -2.6014423 51.4554273, -2.6014289 51.4553542)",,,,,,,0.9463619794775302
1130578206,1130578185,0,97655813,service,,,,False,,True,38.98185752126453,"LINESTRING (-2.6025671 51.455105, -2.6023501 51.4552263, -2.6022885 51.4553908)",,,,,,,0.10699371229091814
1231337670,1231337670,0,107101126,service,,,,True,,False,248.4925908103372,"LINESTRING (-2.6096347 51.454865, -2.6096083 51.454905, -2.60954 51.4549914, -2.6094044 51.4551641, -2.6093451 51.4552273, -2.6093149 51.4552553, -2.6092865 51.4552766, -2.6092697 51.4552869, -2.6092512 51.4552959, -2.6092302 51.4553023, -2.6092026 51.4553069, -2.6091829 51.4553071, -2.6091602 51.4553047, -2.6091401 51.4552995, -2.6091232 51.4552934, -2.6091073 51.4552857, -2.6090981 51.4552773, -2.6090897 51.4552658, -2.6090893 51.4552507, -2.6090923 51.4552339, -2.6090998 51.455215, -2.609143 51.4551251, -2.6093102 51.4548303, -2.6093296 51.4547934, -2.6093412 51.45477, -2.6093906 51.4546593, -2.6094577 51.4545129, -2.6095185 51.4543931, -2.6095308 51.4543722, -2.6095419 51.4543591, -2.609559 51.4543486, -2.6095707 51.4543432, -2.6095895 51.4543394, -2.6096185 51.4543376, -2.6096424 51.4543371, -2.609667 51.454338, -2.6097098 51.4543416, -2.609733 51.454346, -2.6097532 51.4543518, -2.6097678 51.4543629, -2.6097765 51.4543748, -2.6097796 51.454393, -2.6097792 51.4544024, -2.6097791 51.4544043, -2.6097766 51.4544222, -2.6097651 51.4544891, -2.6097352 51.4545979, -2.6096948 51.4547079, -2.6096428 51.4548486, -2.6096347 51.454865)",,driveway,,,,,0.741184338033064
1231337670,2207401619,0,107101136,service,,,,False,,True,12.737509201809186,"LINESTRING (-2.6096347 51.454865, -2.6097099 51.4548793, -2.6098094 51.4549006)",,driveway,,,,,0.6503643157689347
1250715235,26165151,0,177586107,tertiary,2.0,20 mph,Saint Michaels Hill,False,,True,4.393201051961699,"LINESTRING (-2.6011604 51.460035, -2.6011695 51.4600741)",,,,,,,0.22737292731355807
1250715235,10935221426,0,109196963,residential,,20 mph,Saint Michaels Park,False,,False,20.529206778288163,"LINESTRING (-2.6011604 51.460035, -2.6012247 51.4600241, -2.6012539 51.4600169, -2.6012878 51.4600054, -2.6013778 51.4599761, -2.6014293 51.4599593)",,,5.0,,,,0.2881187945097552
1492538738,1492538770,0,136000055,service,,,,False,,False,2.177571933453513,"LINESTRING (-2.6152073 51.4529595, -2.6151813 51.4529485)",,,,,,,0.06282262005842643
1492538770,1492538738,0,136000055,service,,,,False,,True,2.177571933453513,"LINESTRING (-2.6151813 51.4529485, -2.6152073 51.4529595)",,,,,,,0.674592397379657
1492538770,2983539832,0,4308339,residential,,20 mph,Goldney Avenue,False,,True,23.923937792297583,"LINESTRING (-2.6151813 51.4529485, -2.6150197 51.4530225, -2.6149819 51.453046, -2.6149527 51.4530642, -2.6149307 51.4530922)",,,,,,,0.059868482527066114
1492538770,2983539805,0,136000055,service,,,,False,,False,32.890675107338495,"LINESTRING (-2.6151813 51.4529485, -2.6151404 51.4529206, -2.6149947 51.4526791)",,,,,,,0.6824484802355134
1572010433,10753537978,0,25632250,unclassified,,20 mph,Cantock's Close,False,,False,24.666849571943708,"LINESTRING (-2.6011649 51.4560176, -2.60111 51.4560363, -2.6010739 51.4560522, -2.6010341 51.4560737, -2.6008903 51.4561572)",,,,,,,0.7288547403116965
1572010433,279377035,0,25632250,unclassified,,20 mph,Cantock's Close,False,,True,69.61785621810643,"LINESTRING (-2.6011649 51.4560176, -2.6014517 51.4559417, -2.601497 51.4559311, -2.6015342 51.4559247, -2.6015718 51.4559221, -2.6015992 51.4559242, -2.6016251 51.4559298, -2.6016496 51.4559397, -2.6016874 51.4559582, -2.6020056 51.456144)",,,,,,,0.9272676376844453
1692444818,4218233650,0,22888053,secondary,2.0,20 mph,Park Row,False,B4051,False,3.928791987039697,"LINESTRING (-2.6016029 51.4553471, -2.6016596 51.4553468)",,,,,,,0.7748141032877791
1692444818,3683449012,0,25663302,secondary,2.0,20 mph,,False,B4051,False,2.3221188706589926,"LINESTRING (-2.6016029 51.4553471, -2.6015694 51.4553477)",,,,,,,0.9016610935683277
1692444818,10739497719,0,194089144,tertiary,,20 mph,Woodland Road,False,,True,73.2429036916966,"LINESTRING (-2.6016029 51.4553471, -2.6016376 51.4554074, -2.6016529 51.4554213, -2.6016861 51.4554455, -2.6017531 51.4554794, -2.6019862 51.4555922, -2.6022108 51.4557063, -2.6023624 51.4557922)",,,,,,,0.3964358900760869
1692444887,26165141,0,4315794,residential,,20 mph,University Road,True,,False,12.38993385656283,"LINESTRING (-2.6040199 51.457947, -2.6039753 51.4579648, -2.603957 51.4579706, -2.6039283 51.4579781, -2.6038551 51.4579857)",,,,,,,0.2088461851951312
1692444887,2004051104,0,189801727,service,,,,False,,False,94.43634127526413,"LINESTRING (-2.6040199 51.457947, -2.6040317 51.457976, -2.6040449 51.4579882, -2.6040745 51.4580155, -2.6040882 51.4580287, -2.6041136 51.4580518, -2.6041966 51.4580919, -2.6043521 51.4581159, -2.6047393 51.4585925, -2.6047571 51.4586188)",,,,,,,0.06066699587091229
1692444892,10751398349,0,203025711,tertiary,2.0,20 mph,Woodland Road,False,,True,5.670452595804102,"LINESTRING (-2.6037596 51.4581989, -2.6037452 51.4582491)",,,,,,,0.7710046858813111
1692444892,6835918884,0,729748505,tertiary,,20 mph,Woodland Road,True,,False,13.438681868448736,"LINESTRING (-2.6037596 51.4581989, -2.6037383 51.4581735, -2.6037539 51.4581486, -2.6037705 51.4581221, -2.6038205 51.4581021)",,,,,,,0.39627777634935146
1692444905,6835942106,0,1351801045,tertiary,2.0,20 mph,Woodland Road,False,,True,9.27140172379448,"LINESTRING (-2.6037815 51.4585615, -2.603809 51.4586431)",,,,,,,0.9508034060135462
1692444905,10751398349,0,203025711,tertiary,2.0,20 mph,Woodland Road,False,,False,34.99201821155671,"LINESTRING (-2.6037815 51.4585615, -2.6037527 51.4584584, -2.60374 51.4583906, -2.6037376 51.4583465, -2.6037373 51.4583191, -2.6037389 51.4582841, -2.6037429 51.4582573, -2.6037452 51.4582491)",,,,,,,0.7828334845498102
1692444945,6835942106,0,203025715,tertiary,2.0,20 mph,Woodland Road,False,,False,4.288865242938228,"LINESTRING (-2.6038228 51.4586807, -2.603809 51.4586431)",,,,,,,0.43377737393064386
1692444945,6058290567,0,36996649,residential,,20 mph,Elton Road,False,,False,65.14080838063207,"LINESTRING (-2.6038228 51.4586807, -2.6039815 51.4586736, -2.6042717 51.4586881, -2.6043311 51.4586872, -2.6046479 51.4586822, -2.6047615 51.4586801)",,,,,,,0.9692503788788668
1692444945,26165130,0,157013473,tertiary,2.0,20 mph,Woodland Road,False,,True,53.95325916835336,"LINESTRING (-2.6038228 51.4586807, -2.60388 51.4588292, -2.6040197 51.4591501)",,,,,,,0.5790179132918112
1692444946,9568203082,0,157013473,tertiary,2.0,20 mph,Woodland Road,False,,False,51.67052341828767,"LINESTRING (-2.6044039 51.4599402, -2.6041962 51.4594939)",,,,,,,0.11632000365696227
1692444946,9568203077,0,4315799,residential,,20 mph,Priory Road,False,,True,102.16163328367855,"LINESTRING (-2.6044039 51.4599402, -2.6048242 51.4598335, -2.6057694 51.4595934)",,,9.3,,,,0.7417419482601753
1692444946,4416875033,0,157013473,tertiary,2.0,20 mph,Woodland Road,False,,True,56.81651213961651,"LINESTRING (-2.6044039 51.4599402, -2.604602 51.4603664, -2.604632 51.460431)",,,,,,,0.8162953861144976
1775501534,1775501535,0,166068590,residential,,20 mph,John Carr's Terrace,False,,True,111.45714643524856,"LINESTRING (-2.6090996 51.4533284, -2.6091251 51.4533781, -2.6092429 51.4536075, -2.6093898 51.453894, -2.6093988 51.4539106, -2.6094012 51.4539127, -2.6094043 51.4539147, -2.6094108 51.4539177, -2.60942 51.4539203, -2.6094288 51.4539212, -2.609504 51.4539212, -2.6100205 51.4539148)",,,,,,,0.5779842776450405
1775501535,17585135,0,280997083,secondary,2.0,20 mph,Jacobs Wells Road,False,B4466,True,14.269979689821922,"LINESTRING (-2.6100205 51.4539148, -2.6100036 51.4537869)",,,,,,,0.06002996838341179
1775501535,1775501534,0,166068590,residential,,20 mph,John Carr's Terrace,False,,False,111.45714643524856,"LINESTRING (-2.6100205 51.4539148, -2.609504 51.4539212, -2.6094288 51.4539212, -2.60942 51.4539203, -2.6094108 51.4539177, -2.6094043 51.4539147, -2.6094012 51.4539127, -2.6093988 51.4539106, -2.6093898 51.453894, -2.6092429 51.4536075, -2.6091251 51.4533781, -2.6090996 51.4533284)",,,,,,,0.9106844141949657
1775501535,2207401618,0,280997083,secondary,2.0,20 mph,Jacobs Wells Road,False,B4466,False,96.3567327665244,"LINESTRING (-2.6100205 51.4539148, -2.6100431 51.4541151, -2.6100442 51.4542479, -2.610007 51.4543842, -2.609877 51.4547705)",,,,,,,0.48575983800080125
1968626115,5499934242,0,143648518,residential,2.0,20 mph,Brandon Steep,False,,True,7.566078437726411,"LINESTRING (-2.6039082 51.4526042, -2.6040054 51.4525732)",,,,,,,0.3284885129481606
1968626115,5499934229,0,572482896,service,,,,False,,True,5.000552971704279,"LINESTRING (-2.6039082 51.4526042, -2.6038765 51.4525638)",,,,,,,0.2967407765522879
1968626115,26104496,0,143648518,residential,2.0,20 mph,Brandon Steep,False,,False,66.08279737648563,"LINESTRING (-2.6039082 51.4526042, -2.6036768 51.4526675, -2.6035262 51.4526938, -2.6034597 51.452702, -2.6033534 51.4526994, -2.6032332 51.4526821, -2.6030998 51.4526539, -2.6030061 51.4526228)",,,,,,,0.705897698970678
1968626134,26104404,0,8382698,residential,2.0,20 mph,College Street,False,,True,58.192687513338,"LINESTRING (-2.6023536 51.4528337, -2.6023461 51.4527785, -2.6023948 51.4526582, -2.6024818 51.4524652, -2.6025246 51.4523243)",,,,,,,0.00031190429886029936
1968626134,1968626144,0,186168757,residential,1.0,20 mph,,True,,False,5.179771748662542,"LINESTRING (-2.6023536 51.4528337, -2.602376 51.452835, -2.6024037 51.4528444, -2.6024166 51.4528545)",,,,,roundabout,,0.852738707689701
1968626144,26104496,0,84608997,unclassified,2.0,20 mph,Saint Georges Road,False,,True,48.32328238782783,"LINESTRING (-2.6024166 51.4528545, -2.6025297 51.452816, -2.6026534 51.4527638, -2.6028497 51.4526824, -2.6030061 51.4526228)",,,,,,,0.9154871160212217
1968626144,1968626159,0,186168757,residential,1.0,20 mph,,True,,False,3.4764226932870224,"LINESTRING (-2.6024166 51.4528545, -2.6024246 51.4528687, -2.6024235 51.4528849)",,,,,roundabout,,0.11974575428892509
1968626159,1968626166,0,186168757,residential,1.0,20 mph,,True,,False,6.148953064437694,"LINESTRING (-2.6024235 51.4528849, -2.6024059 51.4529044, -2.6023777 51.4529149, -2.6023579 51.4529166)",,,,,roundabout,,0.2933782796408957
1968626159,3584572365,0,"[352696288, 352696290, 352696287]",service,,,,False,,False,49.377096190626986,"LINESTRING (-2.6024235 51.4528849, -2.6025225 51.4529467, -2.6025391 51.4529565, -2.6026755 51.4530481, -2.6029132 51.4532074)",,,,,,building_passage,0.679997346979445
1968626161,1968626170,0,186168747,residential,2.0,20 mph,Frog Lane,False,,False,36.52853873734746,"LINESTRING (-2.6022979 51.4528922, -2.6021817 51.4529181, -2.6020351 51.4529532, -2.6018405 51.4530477)",,,,,,,0.9173879673917531
1968626161,1968626134,0,186168757,residential,1.0,20 mph,,True,,False,8.776000475451227,"LINESTRING (-2.6022979 51.4528922, -2.602292 51.4528754, -2.602301 51.4528543, -2.6023256 51.452839, -2.6023536 51.4528337)",,,,,roundabout,,0.4647619898869244
1968626166,5499934253,0,186168749,unclassified,2.0,20 mph,Saint George's Road,False,,False,37.1712819523602,"LINESTRING (-2.6023579 51.4529166, -2.602351 51.4529706, -2.6023199 51.4530393, -2.6022697 51.4531096, -2.6021614 51.4532228)",,,,,,,0.9922948331937135
1968626166,1968626161,0,186168757,residential,1.0,20 mph,,True,,False,5.207856769657733,"LINESTRING (-2.6023579 51.4529166, -2.6023265 51.4529115, -2.6023091 51.4529029, -2.6022979 51.4528922)",,,,,roundabout,,0.93739332158354
1968626170,2700693002,0,572482901,service,,,,False,,True,3.222013212919503,"LINESTRING (-2.6018405 51.4530477, -2.6018698 51.4530702)",,,,,,,0.0009752178488778851
1968626170,1968626161,0,186168747,residential,2.0,20 mph,Frog Lane,False,,True,36.52853873734747,"LINESTRING (-2.6018405 51.4530477, -2.6020351 51.4529532, -2.6021817 51.4529181, -2.6022979 51.4528922)",,,,,,,0.5664547094242699
1969856230,246192208,0,293529920,secondary,,20 mph,Park Row,True,B4051,False,15.18427523481672,"LINESTRING (-2.6044347 51.4558096, -2.6046479 51.4558412)",,,,,,,0.45532499876272003
1969856230,2971357803,0,293529922,primary,1.0,20 mph,Park Street,True,A4018,False,24.646160064844047,"LINESTRING (-2.6044347 51.4558096, -2.6043559 51.4557578, -2.6042863 51.455704, -2.6042703 51.455688, -2.6042603 51.4556731, -2.6042364 51.4556294)",,,,,,,0.47218320447210016
1969856232,10739447463,0,193802636,secondary,,20 mph,Park Row,True,B4051,False,52.24715325863409,"LINESTRING (-2.6046319 51.455914, -2.6045396 51.4559054, -2.6044716 51.455896, -2.6042321 51.4558552, -2.6041839 51.4558454, -2.6041437 51.4558368, -2.604037 51.4558078, -2.6039485 51.4557788, -2.6039217 51.4557666)",,,,,,,0.15049410653395145
1969856232,1969856230,0,421876770,primary,,20 mph,Queen's Road,True,A4018,False,18.090289931767455,"LINESTRING (-2.6046319 51.455914, -2.6045939 51.455902, -2.6045672 51.4558908, -2.6045363 51.455876, -2.6045098 51.45586, -2.604484 51.4558442, -2.6044347 51.4558096)",,,,,,,0.09469599492939951
1970089908,243078543,0,4003185,primary,2.0,20 mph,,True,A4018,False,12.869864607088893,"LINESTRING (-2.608812 51.457897, -2.6088025 51.4578634, -2.6087799 51.457783)",,,,,,,0.24583038026270365
1970089908,5065093356,0,"[1115818509, 519439607]",service,,,,False,,True,53.53636266595479,"LINESTRING (-2.608812 51.457897, -2.6086977 51.4579329, -2.6086642 51.4579613, -2.6086535 51.457983, -2.6086991 51.4581627, -2.6087219 51.4581944, -2.6087406 51.4582094, -2.6087782 51.4582178, -2.60891 51.4582312)",,,,,,,0.5059370480920834
1970090119,1970090198,0,186336147,service,,,,False,,False,69.21296135197522,"LINESTRING (-2.6080116 51.4589074, -2.6079982 51.459033, -2.6087019 51.4590707, -2.6087922 51.4590758)",,driveway,,,,,0.08970853949435142
1970090198,4032728652,0,3552330,primary,2.0,20 mph,Whiteladies Road,False,A4018,False,28.73836893961673,"LINESTRING (-2.6087922 51.4590758, -2.6087628 51.4593336)",,,,,,,0.22750110107165966
1970090198,860227796,0,3552330,primary,2.0,20 mph,Whiteladies Road,False,A4018,True,23.042107231566384,"LINESTRING (-2.6087922 51.4590758, -2.6088218 51.4588694)",,,,,,,0.14636297229282424
1970090198,1970090119,0,186336147,service,,,,False,,True,69.21296135197524,"LINESTRING (-2.6087922 51.4590758, -2.6087019 51.4590707, -2.6079982 51.459033, -2.6080116 51.4589074)",,driveway,,,,,0.3770274407593467
1970090305,2334411827,0,224640937,service,,,,False,,False,6.835644353137936,"LINESTRING (-2.6086679 51.4600833, -2.6087629 51.4600999)",,,,,,,0.8466874873931783
1970090305,17585267,0,574877223,primary,2.0,20 mph,Whiteladies Road,False,A4018,False,33.81059843658638,"LINESTRING (-2.6086679 51.4600833, -2.6086217 51.460386)",,,,,,,0.7572854931137052
1970090305,26165148,0,574877223,primary,2.0,20 mph,Whiteladies Road,False,A4018,True,33.37526583673044,"LINESTRING (-2.6086679 51.4600833, -2.6086996 51.4597838)",,,,,,,0.5667915304614954
1970773793,1970773874,0,186395516,service,,,,False,,True,37.99212986286342,"LINESTRING (-2.6105233 51.4577267, -2.610518 51.4577749, -2.6105021 51.4578113, -2.6104672 51.4578609, -2.61038 51.4579124, -2.6103026 51.4579587, -2.6102795 51.4580167)",,,,,,,0.9918622651678431
1970773874,465205523,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,False,10.778702394914522,"LINESTRING (-2.6102795 51.4580167, -2.6104347 51.4580234)",,,,,,,0.3110667419321067
1970773874,465205538,0,37354484,secondary,2.0,20 mph,Queen's Road,False,B3129,True,33.073113034863894,"LINESTRING (-2.6102795 51.4580167, -2.6101437 51.4580054, -2.6098094 51.4579656)",,,,,,,0.8393383999251917
1970773874,1970773793,0,186395516,service,,,,False,,False,37.99212986286342,"LINESTRING (-2.6102795 51.4580167, -2.6103026 51.4579587, -2.61038 51.4579124, -2.6104672 51.4578609, -2.6105021 51.4578113, -2.610518 51.4577749, -2.6105233 51.4577267)",,,,,,,0.270070791639308
1975788450,8265614352,0,357564000,secondary,,20 mph,Pembroke Road,False,B4467,False,37.76761358314811,"LINESTRING (-2.6136583 51.4580891, -2.6132103 51.4578956)",,,,,,,0.8323800139126589
1975788450,5914649930,0,186830510,residential,,20 mph,Arlington Villas,True,,False,39.625538736603744,"LINESTRING (-2.6136583 51.4580891, -2.6133709 51.4582957, -2.6132673 51.4583478)",,,,,,,0.7034000488586548
1975788450,25991706,0,357564000,secondary,,20 mph,Pembroke Road,False,B4467,True,24.675893992461248,"LINESTRING (-2.6136583 51.4580891, -2.6137838 51.4581405, -2.6139398 51.4582243)",,,,,,,0.5626530222718457
1986278325,1986278336,0,188001759,service,,,,False,,True,35.62013467106622,"LINESTRING (-2.6132014 51.4548791, -2.6134949 51.4551421)",,,,,,,0.3231536697681697
1986278327,1986278333,0,188001757,service,,,,False,,False,19.876554226309747,"LINESTRING (-2.6134169 51.454938, -2.6135815 51.4550844)",,,,,,,0.4302369130978666
1986278333,1986278327,0,188001757,service,,,,False,,True,19.876554226309747,"LINESTRING (-2.6135815 51.4550844, -2.6134169 51.454938)",,,,,,,0.04388067585710986
1986278333,26070175,0,4308334,residential,,20 mph,Richmond Terrace,True,,False,32.54850794302698,"LINESTRING (-2.6135815 51.4550844, -2.6137051 51.4550022, -2.6138732 51.4549288, -2.6139418 51.4548989)",,,,,,,0.0957315760636146
1986278336,1986278325,0,188001759,service,,,,False,,False,35.62013467106622,"LINESTRING (-2.6134949 51.4551421, -2.6132014 51.4548791)",,,,,,,0.293430949188647
1986278336,1986278333,0,4308334,residential,,20 mph,Richmond Terrace,True,,False,8.789601724231844,"LINESTRING (-2.6134949 51.4551421, -2.6135388 51.4551148, -2.6135815 51.4550844)",,,,,,,0.2716939648022012
1986278379,430269758,0,203026158,primary,2.0,20 mph,Queen's Road,True,A4018,False,92.2514665276552,"LINESTRING (-2.6085084 51.4575041, -2.6084938 51.4574894, -2.6083871 51.4574067, -2.6082942 51.4573484, -2.6081958 51.4572892, -2.6079038 51.4571265, -2.6077647 51.4570477, -2.6075488 51.4569317)",,,,,,,0.5837867633988201
1986278381,2283531279,0,36996687,residential,,20 mph,Queens Avenue,False,,True,60.7205300825882,"LINESTRING (-2.6083625 51.4576487, -2.6080745 51.4577389, -2.6077919 51.4578274, -2.607582 51.457897)",,,,,,,0.5432534901638093
1986278381,1986278379,0,188001751,residential,,20 mph,Queen's Avenue,True,,False,18.993061370708677,"LINESTRING (-2.6083625 51.4576487, -2.6084265 51.457584, -2.6085084 51.4575041)",,,,,,,0.9103939871958597
2004050909,4117553193,0,409874798,service,,,,False,,False,13.062015354291924,"LINESTRING (-2.6059258 51.4570483, -2.606038 51.4569539)",,,,,,,0.6273296392790223
2004050909,4117553202,0,4315795,residential,,20 mph,Elmdale Road,False,,False,16.25282589745388,"LINESTRING (-2.6059258 51.4570483, -2.6060301 51.4570975, -2.6061153 51.4571344)",,,,,,,0.10325552308961494
2004050909,26165138,0,4315795,residential,,20 mph,Elmdale Road,False,,True,35.31487424217049,"LINESTRING (-2.6059258 51.4570483, -2.6056296 51.4569122, -2.605515 51.4568603)",,,,,,,0.37709494795149645
2004050917,2004050931,0,4315795,residential,,20 mph,Elmdale Road,False,,False,16.15118767199592,"LINESTRING (-2.606673 51.4573982, -2.6068096 51.4575159)",,,,,,,0.23092428742633386
2004050917,4117553207,0,409874801,service,,,,False,,True,28.07334437458253,"LINESTRING (-2.606673 51.4573982, -2.6069518 51.457215)",,,,,,,0.07879146097100365
2004050917,4117553202,0,4315795,residential,,20 mph,Elmdale Road,False,,True,48.52104470101396,"LINESTRING (-2.606673 51.4573982, -2.6063777 51.4572536, -2.6063062 51.4572211, -2.6061153 51.4571344)",,,,,,,0.7171689974597336
2004050931,4117553234,0,4315795,residential,,20 mph,Elmdale Road,False,,False,8.276344572304176,"LINESTRING (-2.6068096 51.4575159, -2.6068493 51.4575861)",,,,,,,0.14637402966389845
2004050931,2004050917,0,4315795,residential,,20 mph,Elmdale Road,False,,True,16.15118767199592,"LINESTRING (-2.6068096 51.4575159, -2.606673 51.4573982)",,,,,,,0.4789058027571117
2004050931,4117553226,0,409874802,service,,,,False,,False,25.721445733491787,"LINESTRING (-2.6068096 51.4575159, -2.6071202 51.4573892)",,,,,,,0.909609082516791
2004051104,2004051110,0,189801727,service,,,,False,,False,6.935740899344522,"LINESTRING (-2.6047571 51.4586188, -2.604778 51.4586798)",,,,,,,0.33473099071972834
2004051104,1692444887,0,189801727,service,,,,False,,True,94.4363412752641,"LINESTRING (-2.6047571 51.4586188, -2.6047393 51.4585925, -2.6043521 51.4581159, -2.6041966 51.4580919, -2.6041136 51.4580518, -2.6040882 51.4580287, -2.6040745 51.4580155, -2.6040449 51.4579882, -2.6040317 51.457976, -2.6040199 51.457947)",,,,,,,0.5435676198979694
2004051104,2472524829,0,239478727,service,,,,False,,True,61.79067838910076,"LINESTRING (-2.6047571 51.4586188, -2.6049301 51.4585789, -2.6052345 51.4585538, -2.6056261 51.458502)",,,,,,,0.06664803853088086
2004051110,6058290567,0,36996649,residential,,20 mph,Elton Road,False,,True,1.1436611729232224,"LINESTRING (-2.604778 51.4586798, -2.6047615 51.4586801)",,,,,,,0.7293633128070606
2004051110,2004051104,0,189801727,service,,,,False,,True,6.935740899344522,"LINESTRING (-2.604778 51.4586798, -2.6047571 51.4586188)",,,,,,,0.21328238868921523
2004051110,3684809154,0,36996649,residential,,20 mph,Elton Road,False,,False,67.70894071884985,"LINESTRING (-2.604778 51.4586798, -2.6051219 51.4586678, -2.6055809 51.4586167, -2.6057448 51.4585982)",,,,,,,0.1219267032997301
2006482331,2006482417,0,190054114,service,,,,False,,True,96.651427179221,"LINESTRING (-2.6018538 51.454564, -2.6017731 51.454581, -2.6015226 51.4546338, -2.6016163 51.4548198, -2.6018626 51.4547666, -2.6020361 51.4547291, -2.6020774 51.4548107, -2.6021228 51.4549003)",,,,,,,0.8206731923158388
2006482395,2006482417,0,207356072,service,,,,False,,True,31.125087504095077,"LINESTRING (-2.6016998 51.4549167, -2.6018496 51.4549553, -2.6021228 51.4549003)",,,,,,,0.1829591136704365
2006482417,2006482331,0,190054114,service,,,,False,,False,96.651427179221,"LINESTRING (-2.6021228 51.4549003, -2.6020774 51.4548107, -2.6020361 51.4547291, -2.6018626 51.4547666, -2.6016163 51.4548198, -2.6015226 51.4546338, -2.6017731 51.454581, -2.6018538 51.454564)",,,,,,,0.9806868462973908
2006482417,2006482485,0,190054114,service,,,,False,,True,55.08252685867089,"LINESTRING (-2.6021228 51.4549003, -2.6021484 51.4549519, -2.602257 51.4551707, -2.6021893 51.4553788)",,,,,,,0.8278659214685143
2006482417,2006482395,0,207356072,service,,,,False,,False,31.125087504095077,"LINESTRING (-2.6021228 51.4549003, -2.6018496 51.4549553, -2.6016998 51.4549167)",,,,,,,0.442035187479071
2006482485,1130578185,0,22888053,secondary,2.0,20 mph,Park Row,False,B4051,False,7.00172097638907,"LINESTRING (-2.6021893 51.4553788, -2.6022885 51.4553908)",,,,,,,0.5748570950865919
2006482485,4218233651,0,22888053,secondary,2.0,20 mph,Park Row,False,B4051,True,10.58956807749921,"LINESTRING (-2.6021893 51.4553788, -2.6020384 51.4553637)",,,,,,,0.24192911769612446
2006482485,2006482417,0,190054114,service,,,,False,,False,55.08252685867089,"LINESTRING (-2.6021893 51.4553788, -2.602257 51.4551707, -2.6021484 51.4549519, -2.6021228 51.4549003)",,,,,,,0.4429239929586324
2098022282,830599351,0,431578446,residential,,20 mph,Upper Byron Place,False,,True,39.11939391730008,"LINESTRING (-2.6070515 51.4557038, -2.6069803 51.4560528)",,,,,,,0.5380710059085073
2098022282,891026747,0,431578447,residential,,20 mph,Upper Byron Place,False,,False,73.78928170164049,"LINESTRING (-2.6070515 51.4557038, -2.6072234 51.4550489)",,,,,,,0.0185260840396837
2205701895,974590455,0,83696507,service,,,Deanery Road,True,,False,8.24781855265754,"LINESTRING (-2.601845 51.4518382, -2.6018354 51.4518403, -2.6018051 51.4518395, -2.6017814 51.4518332, -2.6017611 51.4518214, -2.6017495 51.4518076)",,,,,roundabout,,0.5396110822572546
2207401618,26070232,0,37002027,secondary,,20 mph,Berkeley Place,True,B4466,False,26.71250424173558,"LINESTRING (-2.609877 51.4547705, -2.6098642 51.4548856, -2.6098488 51.4549299, -2.6098087 51.4550054)",,,,,,,0.6738100729037986
2207401618,1775501535,0,280997083,secondary,2.0,20 mph,Jacobs Wells Road,False,B4466,True,96.35673276652442,"LINESTRING (-2.609877 51.4547705, -2.610007 51.4543842, -2.6100442 51.4542479, -2.6100431 51.4541151, -2.6100205 51.4539148)",,,,,,,0.9744148219333941
2207401619,2207401618,0,36990559,secondary,,20 mph,Berkeley Place,True,B4466,False,15.205867465231051,"LINESTRING (-2.6098094 51.4549006, -2.609877 51.4547705)",,,,,,,0.8362055297181199
2207401619,1231337670,0,107101136,service,,,,False,,False,12.737509201809186,"LINESTRING (-2.6098094 51.4549006, -2.6097099 51.4548793, -2.6096347 51.454865)",,driveway,,,,,0.8922945454886926
