node_id,lat,lon,tags
1962166103,52.0619667,-1.335825,{}
7252839785,52.0619594,-1.3358382,{}
1962166537,52.0619984,-1.3357983,{}
1962166177,52.0620294,-1.3357841,{}
4743630898,52.0623307,-1.3360062,{}
8697729062,52.0624383,-1.3361445,{}
1962166722,52.062374,-1.3364462,{}
429421939,52.0623743,-1.3365272,{}
1962166565,52.0623686,-1.3365987,{}
1962166261,52.0623557,-1.3367152,{}
429421940,52.0622449,-1.3372876,{}
732287955,52.0620795,-1.3380892,{}
1962166621,52.0620749,-1.3383556,{}
1962166279,52.0620748,-1.3385933,{}
429421943,52.0620902,-1.3388188,{}
1990337861,52.0621632,-1.3396696,{}
1990337807,52.0621961,-1.3396937,{}
1990337969,52.0622365,-1.3397192,{}
1990337895,52.0622769,-1.3397353,{}
1990338009,52.0622625,-1.3395941,{}
1990337997,52.0623241,-1.3397475,{}
25289632,52.0626474,-1.3395621,{}
1990337811,52.0631123,-1.3395169,{}
1990337909,52.0631406,-1.3395324,{}
1990337920,52.0631625,-1.3395531,{}
1990337818,52.0631798,-1.3395745,{}
2506120098,52.0634267,-1.339843,{'highway': 'crossing'}
8862875836,52.0635853,-1.3377972,{}
27501873,52.0634045,-1.3360904,{}
602362890,52.0633672,-1.3360477,{}
602362891,52.0634347,-1.3361013,{}
602362892,52.0634653,-1.3360963,{}
27501875,52.0634964,-1.3360726,{}
27501874,52.0635367,-1.3359646,{}
602362894,52.0635186,-1.3360372,{}
602362895,52.063533,-1.3359912,{}
602362896,52.0635352,-1.335909,{}
1982107024,52.0635598,-1.3359761,{}
1982107105,52.0635912,-1.3360028,{}
9382422999,52.0639001,-1.3362669,{}
1983635407,52.0640247,-1.3359606,{}
27501885,52.0641158,-1.3361183,{}
9382487034,52.0643686,-1.3362342,{}
9382487035,52.0643564,-1.3361572,{}
1982106801,52.0646698,-1.3357602,{}
361440014,52.0648841,-1.3357526,{}
361440013,52.0649038,-1.335722,{}
359461465,52.0649185,-1.335695,{}
359461466,52.0649165,-1.3356605,{}
1982106765,52.0649103,-1.3356325,{}
1982106815,52.0648972,-1.3356049,{}
359461467,52.0648779,-1.3355688,{}
1982106770,52.064878,-1.3354218,{}
1025742709,52.0651121,-1.334672,{}
1025742682,52.0652588,-1.3347137,{}
1982107172,52.0653085,-1.3347159,{}
1025742604,52.0653462,-1.3347029,{}
1982107139,52.0653749,-1.3346814,{}
1025742639,52.065501,-1.3344285,{}
1982106979,52.0655143,-1.3343309,{}
1985636599,52.0657704,-1.3338102,{}
602362704,52.0658272,-1.3337185,{}
1985636484,52.0658595,-1.3336695,{}
1985636824,52.0658888,-1.3336174,{}
1025742647,52.0660174,-1.3333915,{}
1985776562,52.0660351,-1.3333857,{}
1985776401,52.066049,-1.3333757,{}
1025742684,52.0660662,-1.3333624,{}
1025742702,52.0661141,-1.3333182,{}
1025742720,52.0661685,-1.3332645,{}
1985636385,52.066062,-1.3331616,{}
1025742664,52.0662335,-1.333211,{}
370452921,52.0661101,-1.333089,{}
1985636420,52.0661708,-1.3330145,{}
1985636571,52.0662287,-1.3329489,{}
1985636376,52.0663193,-1.3328661,{}
1985636483,52.0663585,-1.3328421,{}
1985636574,52.0665531,-1.332738,{}
1985636459,52.0680187,-1.333062,{}
370452936,52.0680613,-1.3330658,{}
1985636424,52.068277,-1.3331232,{}
1985636393,52.068331,-1.3331307,{}
370452937,52.0683757,-1.3331336,{}
370452940,52.0686543,-1.3329866,{}
370452941,52.0687065,-1.3329401,{}
6900291198,52.0689692,-1.3327751,{}
1985636795,52.0689215,-1.3327151,{}
370452946,52.0696909,-1.3322363,{}
602320355,52.0708,-1.3322625,{}
1985636454,52.0708069,-1.3321593,{}
1985636388,52.0708305,-1.3320308,{}
1611154306,52.0710523,-1.3319438,{}
602320266,52.0709748,-1.3318324,{}
8602498137,52.0712157,-1.3317776,{}
1985636734,52.0713295,-1.33176,{}
9085999020,52.0714479,-1.3319547,{}
9085999021,52.0715578,-1.3320484,{}
1985636595,52.071518,-1.3322238,{}
1985636564,52.0715526,-1.3323123,{}
1985636785,52.0715468,-1.3323219,{}
1985636546,52.0715271,-1.3324093,{}
1985636602,52.0715279,-1.3323606,{}
1985636433,52.071537,-1.3323382,{}
1985636764,52.0715262,-1.3323874,{}
1985636404,52.0715716,-1.3322966,{}
8898167312,52.0716764,-1.3323801,{}
1985636396,52.0716672,-1.3322935,{}
1985636601,52.0716664,-1.332264,"{'barrier': 'height_restrictor', 'maxheight': '5'}"
6616228924,52.0724913,-1.3270487,{}
2075439649,52.0730691,-1.3261645,{}
6749361479,52.0730654,-1.3262216,{}
12039416597,52.0730952,-1.3264571,{}
370453562,52.0730595,-1.3264684,{}
11536897681,52.0730008,-1.3264992,{'barrier': 'bollard'}
2075439576,52.0723975,-1.326906,{}
2075439696,52.0719112,-1.3278288,{}
602320290,52.0718401,-1.3320994,{}
602320308,52.0718466,-1.334729,{}
2072389036,52.0718557,-1.3348469,{}
602320190,52.0720868,-1.3355276,{}
8904625706,52.0721297,-1.3356406,{}
2072389341,52.0719682,-1.3357642,{}
2072389409,52.0721252,-1.3358388,{}
2072389242,52.0723577,-1.3362226,{}
24459489,52.0731321,-1.3373355,{}
603017954,52.0757326,-1.3366841,{}
10242500889,52.0758668,-1.3366847,{}
10242500890,52.0759409,-1.336739,{}
2007375168,52.0761349,-1.3370593,{}
2007375317,52.0761529,-1.3370393,{}
2072389442,52.0764761,-1.3366051,{}
5078336339,52.078774,-1.3369195,{}
8531511699,52.0790031,-1.3368772,{}
603017930,52.0816981,-1.3364497,{}
2005671322,52.0816358,-1.3365828,{}
2005364536,52.0817607,-1.3366155,{}
2005671252,52.08173,-1.3366384,{}
8726330542,52.0817839,-1.3367551,{}
2121267524,52.0818541,-1.3375711,{}
370923146,52.0819,-1.339749,{}
1490205543,52.081898,-1.3407407,{}
8904652332,52.0818149,-1.3410393,{}
1628235187,52.0818132,-1.3410614,{}
376044649,52.0816584,-1.3421364,{}
1628235110,52.081492,-1.3425133,{}
370923138,52.0803873,-1.3460118,{}
